GeoHash,ident,type,name,latitude_deg,longitude_deg
9wcuqrnu5py9fugne05dc,KCNY,medium_airport,Canyonlands Regional Airport,38.755001,-109.754997
9wd0cx54xn173v8ffhvtb,49AZ,small_airport,Rock Point Airport,36.73325,-109.61716
9wd4thugc1vx266ebnh43,US-5284,small_airport,Boundary Butte Mesa Airport,37.0287,-109.4612
9wd5cnpdj0spcs8dmkzd0,K66V,small_airport,Bluff Airport,37.254986,-109.633035
9wd5vw15mq1xkjh57xb7c,US-5344,small_airport,Navajo Airstrip,37.25523,-109.4442
9wd5yt4kcx2chrv671uy8,US-5332,small_airport,Little Water Spring Airstrip,37.25,-109.3987
9wd7bxcm7vj3qp5fytmn7,US-5340,small_airport,Montezuma Creek Airstrip,37.26518,-109.31208
9wd8y2wk5jwxyq40nqu2z,K5V5,small_airport,Shiprock Airstrip,36.6978,-108.700996
9wdju9uft5hyrs00526cr,KBDG,small_airport,Blanding Municipal Airport,37.58330154,-109.4830017
9wdk1633604sc3rryxy5b,US-5355,small_airport,Pussy Willow Spring Airstrip,37.2782,-109.2792
9wdpzckhkv3qg26epert4,MXC,small_airport,Monticello Airport,37.93243,-109.341225
9wdtpkb9cbntdvgx05065,CO27,small_airport,Tanner Field,37.46780014,-108.6650009
9wdu0ng98pmuw2y1p7s03,KCEZ,medium_airport,Cortez Municipal Airport,37.303001,-108.627998
9wdwf4tqwmkfdtbvyry3v,8V6,small_airport,Dove Creek Airport,37.76390076,-108.8889999
9we110t2fput11cd561ey,KFMN,medium_airport,Four Corners Regional Airport,36.741199,-108.230003
9we14rnhvfcfsx3sce8pw,US-8691,small_airport,Exceptional Community Hospital Heliport,36.777564,-108.173884
9we1t9zwzc77grx8f7e8r,KN19,small_airport,Aztec Municipal Airport,36.836951,-108.028914
9we3qk9rj7zdxw7z0vbbg,K1V0,small_airport,Navajo Lake Airport,36.808168,-107.653077
9we77gpzjvexff263uwxy,KDRO,medium_airport,Durango La Plata County Airport,37.151501,-107.753998
9we79kshq53dkddr3pxej,K00C,small_airport,Animas Air Park,37.203201,-107.869003
9wecxb3mw1z0ghqspwpyv,K24N,small_airport,Jicarilla Apache Nation Airport,36.82849884,-106.8840027
9wek3v0s6q1zjgpgbwp90,CD82,small_airport,Val Air Airport,37.33779907,-107.8519974
9werbmrbcmjeg2zdvmk33,KTEX,medium_airport,Telluride Regional Airport,37.9538,-107.907997
9weu5gu0qqhz0e9qzchre,KPSO,small_airport,Stevens Field,37.28630066,-107.0559998
9wextjnj5dz7n2d0ermkk,CD32,small_airport,Castle Lakes Airport,37.90919876,-107.3499985
9wezntr9pwvx91fq4zmu3,KC24,small_airport,Mineral County Memorial Airport,37.822017,-106.930289
9wf1mjf383fj4uuzub4t1,US-5360,small_airport,Rockland Ranch Airstrip,38.22033,-109.46467
9wf1ytu602equ8s8082bg,01UT,small_airport,La Sal Junction Airport,38.30830002,-109.3960037
9wf4vrx6yhktv21g7gk6v,UT53,small_airport,Sky Ranch Airport,38.493843,-109.446567
9wf4vwse92vqyv4cm1hhg,US-3135,small_airport,Red Annie Ranch Airport,38.48846,-109.43956
9wf6hddjwj4egbr3mu89y,08UT,small_airport,Pinelodge Runway,38.335017,-109.135176
9wf6vfd1e5uynp4x6hc4j,US-5349,small_airport,Pine Flat Airstrip,38.46616,-109.08037
9wf9m6nptvs0veeujmu5n,US-8568,small_airport,Monogram Mesa Airport,38.20078,-108.74517
9wfc994w6wbj0meep5419,KAIB,small_airport,Hopkins Field,38.239025,-108.563354
9wfcnem0xj5zcfffs36rt,1CO2,small_airport,Williams Ranch Airport,38.162498,-108.339996
9wfkntmn7km1pzqkp5per,US-4023,small_airport,Dolores Point Airport,38.70181,-109.04328
9wfkpbtkc1m9yjm8jpp0c,9CO3,small_airport,Hubbard Airport,38.675444,-108.988101
9wfkr4vt39cm5zk14yknb,US-4024,small_airport,Dolores River Ranch Airport,38.731838,-109.020701
9wfktd1fe5s8twxbxg25k,US-5367,small_airport,Steamboat Mesa Airstrip,38.7712,-109.0917
9wfm8m3rjhpmw0v694dhn,US-5300,small_airport,Cisco Airport,38.96561,-109.32301
9wfpcud7p4h40sunxv3nj,US-5369,small_airport,Steer Ridge West Airstrip,39.3563,-109.6072
9wfpfeyc3tcgnu1py08ek,US-5368,small_airport,Steer Ridge East Airstrip,39.3519,-109.5683
9wfqsq7n14pu724b6cep9,UT42,small_airport,Westwater Airport,39.14670181,-109.1449966
9wfs1n47zuryppc3tdnmn,63CO,small_airport,Hendricks Field At West Creek Ranch Airport,38.70550156,-108.9369965
9wftyhpzc2vkryxs8dyqu,CO43,small_airport,Pinyon Airport,39.00279999,-108.7099991
9wfx6sx97zue38skuxm89,C07,small_airport,Mack Mesa Airport,39.26814,-108.864045
9wfyd6g33fxshdcy9r9ss,KGJT,medium_airport,Grand Junction Regional Airport,39.126663,-108.529387
9wfyq7gz1e009fzp0brc6,US-8570,small_airport,Flight Trak Airport,39.0892,-108.35294
9wg0qxpz4jkhqqky6b7rp,CO95,small_airport,True Grit South Airport,38.052378,-107.984871
9wg13t9snkkbd3r54f9e3,0CO6,small_airport,Flying M & M Ranch Airport,38.2193985,-108.2129974
9wg5rq6esvr6dhc8eyub3,1CO4,small_airport,Clifford Field,38.57500076,-107.9589996
9wg6896ry00q4xm4xq76q,US-0072,small_airport,Ranger Ranch Airport,38.416401,-107.904367
9wg70f3zzehbbwbj1t486,KMTJ,medium_airport,Montrose Regional Airport,38.5098,-107.893997
9wg7h9re7k569ge61g78j,39CO,small_airport,Flying M Ranch Airport,38.50354,-107.72149
9wg8we8rgfkth70r9nbgs,US-7408,small_airport,VC Bar Ranch Airport,38.07721,-107.29197
9wggnxh8sp825zhne0g2p,KGUC,medium_airport,Gunnison Crested Butte Regional Airport,38.534672,-106.934566
9wgh7p94bcsjj28kvjbvs,KD17,small_airport,Westwinds Airport,38.7575,-108.148003
9wghqkh757cmec9k0m8zm,3CO0,small_airport,Sky Island Ranch Airport,38.738329,-108.000614
9wghsuy5njp05rd9njw8z,KAJZ,small_airport,Blake Field,38.7864,-108.064003
9wght6kgbmg7u82f14rj4,CO89,small_airport,Barber Field,38.77280045,-108.0439987
9wgjjbzfdj9zq2wr2m9zg,6CO0,small_airport,Doctors Mesa Airport,38.852236,-108.017833
9wgjxjgcxv869504f4uer,US-8571,small_airport,Ward Creek Airport,38.96742,-107.96815
9wgjxke46xbbrw4nkg5hm,6CO2,small_airport,Mesawood Airpark,38.960694,-107.958418
9wgkbv6y4xhfx66nwrke7,8CO5,small_airport,Widner Airport,38.833618,-107.892838
9wgkcmvdkssvymjy2tn3c,CO76,small_airport,Eden Ranch Airport,38.835708,-107.867003
9wgkctezj603c1t6zck3f,5CO1,small_airport,Shipman Ranch Airport,38.835136,-107.858394
9wgkftg3hjezpvtz4rwvz,12CO,small_airport,Omega 1 Airport,38.835499,-107.815184
9wgkg836gxzryr6zvdtq3,CD97,small_airport,Montemadeira Ii Airport,38.80559921,-107.7740021
9wgkgnedtxm4xq00sd300,44CO,small_airport,Redlands Airport,38.839885,-107.792802
9wgknmvce7rf20efsb2we,K99V,small_airport,Crawford Airport,38.703736,-107.646983
9wgky8vsxzrsvhubksp8g,US-5087,small_airport,Boeing Field,38.808643,-107.636147
9wgkymn9rgv7q2y8fst9j,K7V2,small_airport,North Fork Valley Airport,38.831412,-107.645763
9wgm40qdg4djc6fj59txs,3CO1,small_airport,Cridler Field,38.849516,-107.832739
9wgm41j1e8xd7y8ddgk01,US-6387,small_airport,Deanda Airport,38.85341,-107.83477
9wgm427fs8jxv10wvbesx,US-7708,small_airport,Hostetler Airport,38.84946,-107.82546
9wgm46xnkwgvyhr9rjw8j,CO20,small_airport,Flying W Ranch Airport,38.86249924,-107.8209991
9wgm4ygt09qtrpduy0s5b,51CO,small_airport,Flying W No.2 Airport,38.88560104,-107.8040009
9wgne5h2qqt7x6r9rtpg9,9CO9,small_airport,Phylcon Ranch Airport,39.127886,-108.143302
9wgvnbc0v46n64t0zs7u8,0CO2,small_airport,Crested Butte Airpark,38.851918,-106.928341
9wgy232e6k60ny92dx5ym,US-7412,small_airport,Marble Airstrip,39.07483,-107.21479
9wgzr5j41f0u784rdwqy1,CO03,small_airport,Aspen Gliderport,39.25999832,-106.9120026
9wh0m7b2m3fw549cwgsxf,K95E,small_airport,Stallion Army Air Field,33.814598,-106.643715
9wh9cjwmpfpurbku5cc16,57NM,small_airport,Monte Prieto Ranch Airport,34.08869934,-106.1190033
9whf55xge05edu9ebrgw2,NM25,small_airport,Lincoln Station Airport,34.12139,-105.6777
9whh6pyendep84xfuc6me,NM18,small_airport,Flying H Airport,34.540172,-106.7779
9whhd87tr9uwsf8zf4nux,NM88,small_airport,Skywagon Farm Airport,34.54330063,-106.7600021
9whhjy4prup8j4rphr4pp,55NM,small_airport,Burris Ranch #1 Airport,34.48735,-106.619225
9whj0fvygm5b447khb7d7,KE80,small_airport,Belen Regional Airport,34.645198,-106.834
9whjdzydt0m52ksg3zxek,KE98,small_airport,Mid Valley Airpark,34.75979996,-106.7450027
9whjv7k6chm8zyugfvvez,US-4171,small_airport,Valencia Community Air Ranch,34.77909,-106.6384
9whkqyd513mt2zvk8bb0c,M10,small_airport,Mountainair Municipal Airport,34.53329849,-106.223999
9whmb5mmzek75z2nvshgu,NM89,small_airport,Manzano-Mountain Air Ranch Airport,34.7796,-106.5159
9whpcvfr85vtjk9dywp7r,KAEG,small_airport,Double Eagle II Airport,35.14519882,-106.7949982
9whpq4cdxuzysf36z55bt,KABQ,large_airport,Albuquerque International Sunport,35.039976,-106.608925
9whqxywjzyp2qm4qt2pw2,NM02,small_airport,Biplane Ranch Airport,34.929303,-106.174279
9whsdpqec7j89x24nb6nn,NM49,small_airport,J & M Farms Airport,34.58150101,-106.0749969
9whtfbrr3xehteeh00bmk,E92,small_airport,Estancia Municipal Airport,34.76340103,-106.0410004
9whwgz50expqnthd97r0e,K0E0,small_airport,Moriarty Municipal Airport,34.9751,-106.0028
9whx8hg8395hf5bbpdvtu,K1N1,small_airport,Sandia Airpark Estates East Airport,35.094501,-106.167
9wj4wctn5r7zs64t5w6dg,2NM9,small_airport,High Desert Ranch Airport,34.198763,-105.165108
9wjdpdyedmrdew01gb4d4,NM38,small_airport,Double V Ranch Airport,34.11729813,-104.427002
9wjemj1h5mk1z6fs3gnjf,US-6854,small_airport,Horney Ranch Airport,34.34947,-104.54438
9wjhy79dkck2r2wbf1szc,N17,small_airport,Vaughn Municipal Airport,34.60458,-105.191822
9wjuhmx2rg6k15qdk93sq,KFSU,small_airport,Fort Sumner Municipal Airport,34.48339844,-104.2170029
9wjwdz9797vt1kg0qvwrj,KI58,small_airport,Santa Rosa Route 66 Airport,34.93439865,-104.6429977
9wjytsbfw5u26ykw659st,US-5204,small_airport,Pettigrew Ranch Airport,34.91912,-104.17107
9wk859srt7ftnjx25cxkd,NM63,small_airport,Big Sky Airport,35.16579819,-106.012001
9wkbu9mgjczz27f7kc1zc,NM92,small_airport,Tierra de Dios Airport,35.295478,-105.614405
9wkd9gukehwm64e7p207k,KSAF,medium_airport,Santa Fe Municipal Airport,35.6171,-106.088997
9wkkjg9qbzk3npcr3qn5f,KLAM,small_airport,Los Alamos Airport,35.87979889,-106.2689972
9wkmyvtujt75efccgj6m1,US-4517,small_airport,Medanales Airport,36.19792,-106.21867
9wksfyk56jfw1nbym7kzc,KE14,small_airport,Ohkay Owingeh Airport,36.026133,-106.045443
9wkz77bp0j2htsfcndeut,KSKX,medium_airport,Taos Regional Airport,36.452494,-105.67749
9wm1swm8m8t1w017ev06v,US-1929,small_airport,Tecolote Landing Strip,35.4543,-105.2632
9wm4qr6z3y0057nt0k0kw,US-6560,small_airport,Las Vegas East Airport,35.59286,-105.19024
9wm4z6tuvbgzqkjph6t93,KLVS,medium_airport,Las Vegas Municipal Airport,35.654202,-105.141998
9wm7d7yck0qf4c68eywd0,US-5423,small_airport,Watrous Airport,35.7923,-105.00886
9wm7gckn4tvq4p0zdmz8q,NM75,small_airport,Doolittle Ranch Airport,35.823358,-104.946785
9wmcjq9bc80dx7d0c9e2h,KE89,small_airport,Conchas Lake Airport,35.367866,-104.180881
9wmdh0kk8pmwyve4r5g0v,NM53,small_airport,San Miguel Ranch Airport,35.50999832,-104.5839996
9wmev3b1er3vqf5s6knqs,US-2017,small_airport,Eureka Ranch Airport,35.82534,-104.53477
9wmfp5yeg23n6e0078w2e,NM33,small_airport,Bell Ranch Headquarters Airport,35.529058,-104.097378
9wmmswwh1rxs53yc7t457,US-5583,small_airport,Mora Ranch Airport,36.15948,-104.91113
9wmphn6jt1hfv60wzy560,KAXX,small_airport,Angel Fire Airport,36.422001,-105.290001
9wmt1pd9vxypczkk2f1dm,98NM,small_airport,S & S Ranch Airport,36.0766983,-104.7180023
9wmumkf44xtg8dvp5jscy,NM17,small_airport,Ray Ranch Airport,35.929797,-104.180488
9wmwemg7b522hg70x61ev,KS42,small_airport,Springer Municipal Airport,36.331075,-104.618339
9wn6nzgpuq833h8nhks2d,KPRZ,small_airport,Portales Municipal Airport,34.1455,-103.410004
9wnc2qxpuzr3388z2xks9,TX99,small_airport,Williams Field,34.00680161,-102.9869995
9wne8g5nqftsfpgpu6q59,KCVS,medium_airport,Cannon Air Force Base,34.382801,-103.321999
9wnev15sjf24edwuuey6s,NM42,small_airport,Aero Tech Inc Airport,34.415372,-103.134595
9wney7hm6n227mqn2wz6z,KCVN,medium_airport,Clovis Municipal Airport,34.426594,-103.078794
9wnfywef23gqe64bv54z0,1TE0,small_airport,Locker Brothers Airport,34.26950073,-102.7170029
9wngws2ywuqnqw4jn78w8,US-5817,small_airport,Russell Spraying Airport,34.38972,-102.72084
9wnjuenb8wj1v1v5d99m8,NM73,small_airport,Akin and Akin Airport,34.77734,-103.855448
9wnk1170z78yh57e7zfc6,US-6800,small_airport,Myers Airport,34.46014,-103.66256
9wnmd6jkk4b4fs65wwj7e,65NM,small_airport,Curtis and Curtis Airport,34.728528,-103.604679
9wnsrj83qxunu0w0479z6,US-5804,small_airport,Ag Aviation Airport,34.52754,-103.05113
9wnu3u283dj2e6mf9xe66,US-5813,small_airport,Parmer County Spraying Airport,34.52047,-102.93015
9wnug77u8j9p9pztte5dq,US-0442,small_airport,Hefner Farms Airport,34.603617,-102.859839
9wnz3ppdcjgmjx024fjjj,US-6603,small_airport,Sand Point Airport,35.06337,-102.95352
9wnzrytrvx2qs69gvq940,US-6452,small_airport,Blankenship Airport,35.06149,-102.65979
9wp0ypsj1cqxg7ukg30x4,KLIU,small_airport,Littlefield Municipal Airport,33.923901,-102.387001
9wp1bxvpzze1n6z3020t3,XA05,small_airport,Fairview Field,34.10156,-102.627074
9wp1ep1v8nj9mqm3nj3pp,9XS6,small_airport,Sudan Airport,34.05310059,-102.5220032
9wp42r5neks5gy1bfnt3e,K2T1,small_airport,Muleshoe Municipal Airport,34.18510056,-102.6409988
9wp5sx528tqdxsw8n3yp6,7TS8,small_airport,Ott Farms Airport,34.40380096,-102.4540024
9wp655chk692uzh6y5wym,US-0853,small_airport,Rose Ranch Airport,34.122905,-102.171294
9wp7t0b8y7hbdrkvrcrtu,1TX8,small_airport,Hart Aerial Airport,34.36949921,-102.0839996
9wp9uvg47krb2xdqw03uf,6TS0,small_airport,True Airport,34.089612,-101.740115
9wpbkejstbk628pj4ckr4,30TE,small_airport,Cone Airport,33.811199,-101.396003
9wpcqjvtzb4mdtw63q2s2,K41F,small_airport,Floydada Municipal Airport,34.00230026,-101.3300018
9wpd1h2q3yxsubu1pr77f,1TX5,small_airport,Laney Farm Airport,34.126017,-101.908751
9wpd6wkw1vww40sydxhmq,7TA3,small_airport,Quarterway Airport,34.18090057,-101.836998
9wpd8smtmbrf4j9cykyr2,0TA2,small_airport,Smith Farms Airport,34.213702,-101.923342
9wpdmk5gw517dqund5d9h,KPVW,small_airport,Hale County Airport,34.168098,-101.717003
9wpdrjmku0b7byjp8ffys,9TX3,small_airport,Horan Airport,34.175167,-101.638126
9wpeskutqh386w6bm11bv,29F,small_airport,Joe Vaughn Spraying Airport,34.392251,-101.759918
9wpfepk4mw0r5566dr8s8,5XS7,small_airport,Outback Airport,34.22969818,-101.4639969
9wpfhj6h4zucn8npy72j8,US-3823,small_airport,BFS Airport,34.13113,-101.42291
9wpg37ghy974b6dnsrjpb,6TX4,small_airport,Whitfield Airport,34.342711,-101.542228
9wpg787jrwzx4xgf5xz4n,US-0993,small_airport,Sherman Farm Air Airport,34.323601,-101.443302
9wpghq61ch6n5qhxhejru,TS39,small_airport,Sherman Airport,34.31200027,-101.4120026
9wphxsdtt7ftq2qrnsmh3,KT55,small_airport,Dimmitt Municipal Airport,34.5667,-102.322998
9wpjgv92ku5qnjuzkbqmw,US-5518,small_airport,Long Ranch Airport,34.79102,-102.48953
9wpnmjygh9pyv48v8pk7y,US-6489,small_airport,Hoffman Airport,34.88074,-102.42705
9wpnr98mrkyctg4yjpp43,KHRX,small_airport,Hereford Municipal Airport,34.85779953,-102.3259964
9wpnz1dmtsjpk1057fvbf,US-6487,small_airport,Diller Airport,34.94573,-102.3453
9wpr423czjjhk5jrgxqt9,US-6600,small_airport,Panhandle Milling Airport,34.98217,-102.2031
9wpr63shr7qup4bxd1y31,5XS2,small_airport,Kimball Farm Service Inc Airport,35.03340149,-102.1999969
9wprwp4hw5pn7vse6vezv,7TX8,small_airport,Flying K Airport,35.10760117,-102.038002
9wpseutq4y7hc2veusn9j,KI06,small_airport,City of Tulia-Swisher County Municipal Airport,34.56679916,-101.7809982
9wpunfwwngz0h2gw8knv5,79XS,small_airport,Silverton Municipal Airport,34.467908,-101.295706
9wpv47cgqwfmzsheeum5j,1TA2,small_airport,Vigo Park Airport,34.65010071,-101.5
9wpx3xmurm94e4esq19d1,1E7,small_airport,Buffalo Airport,35.064999,-101.878998
9wpx4t28qgs48trpeps0k,US-3257,small_airport,Page Ranch Airport,35.00937,-101.84228
9wpx6qfy3pjeughxkb5cd,2TX0,small_airport,Blue Sky Airfield,35.062604,-101.850421
9wpxft7ufxm35x9hp56jf,1E4,small_airport,Palo Duro Airport,35.14199829,-101.8379974
9wpxsd8fms5b17xk98r8c,H81,small_airport,River Falls Airport,35.0825,-101.7541
9wpxtcwd7mgktry4skwq6,US-3045,small_airport,Evans Aerodrome,35.077017,-101.691369
9wpy0tbrtxqnbynxbubh1,6TE7,small_airport,Mc Neill Ranch Airport,34.83760071,-101.5790024
9wpyw3r5yf21ywywwt0cz,5TA4,small_airport,Reed Airport,34.90010071,-101.3170013
9wq20byj3ee2bbsvwdkz9,US-1872,small_airport,Spankowski Airstrip,35.16129,-103.66967
9wq24kydejq6tkv8d9j91,KTCC,medium_airport,Tucumcari Municipal Airport,35.18280029,-103.6029968
9wq2uxtfrczuhqg9v8q4r,US-8983,small_airport,Runway Bay Airport,35.329681,-103.504944
9wq3nhrhvckk4yxqt2stu,US-6635,small_airport,Ute Dam Airport,35.3562,-103.4374
9wq505269n6u9vbrsgby8,NM32,small_airport,Bell Ranch Waggoner Airport,35.70191,-104.06211
9wq7y76gf0tntj0ws5gbf,NM29,small_airport,Rosebud Airport,35.83393,-103.43241
9wqckscg90vw3h2b7vq91,76TA,small_airport,Canadian River Ranch Airport,35.402675,-102.807605
9wqd3u0q7grz1r97np2ef,NM52,small_airport,Camco Ranch Airport,35.574822,-103.281956
9wqhjetemxwhd7s4fdszv,NM10,small_airport,Tequesquite Ranch Airport,35.87919998,-103.8130035
9wqug40squrdhr99174y5,US-6634,small_airport,Larsen Farms Airport,36.00295,-102.87499
9wqvgp6rthb49fmv4ywbt,TA13,small_airport,Nebtex Land Company Airport,36.208131,-102.872672
9wqxk6u4d8m7754px6wtr,KCAO,small_airport,Clayton Municipal Airpark,36.44620132,-103.1669998
9wr0mve96j8p4mz764yt7,KE52,small_airport,Oldham County Airport,35.230653,-102.398672
9wr272r2zj4huqj5vwg0z,US-0524,small_airport,J & H Airport,35.201725,-102.1516056
9wr7yxsrkucgqf5hxkb7z,KDUX,small_airport,Moore County Airport,35.857899,-102.013
9wr84fkxd23gqs9wm3kdp,KTDW,small_airport,Tradewind Airport,35.16989899,-101.8259964
9wr8me7zy7th2rf2d78yk,KAMA,medium_airport,Rick Husband Amarillo International Airport,35.219398,-101.706001
9wrbk6dceuxbc5f8pk8e7,55T,small_airport,Eagles Aerodrome,35.21421,-101.410847
9wrbuztxwjr4smt7wjs4k,3TE5,small_airport,Stamps Field,35.33060074,-101.3850021
9wrcjmkkb673gnrntg940,KT45,small_airport,Panhandle Carson County Airport,35.36169815,-101.3649979
9wrghephud7cuyr1m5tdc,KBGD,small_airport,Hutchinson County Airport,35.70090103,-101.3939972
9wrhfmxwcg0bexrsctzxk,KDHT,medium_airport,Dalhart Municipal Airport,36.02259827,-102.5469971
9wrhmdjqm9c2wbz3y2e48,US-8984,small_airport,Central Custom Ag Aviation Airport,35.915389,-102.407103
9wrjm6vbsnbp0s6bd3p8s,25TS,small_airport,Miller Airfield,36.094331,-102.417469
9wrpwn0kve02enj5x34qg,5TE4,small_airport,Perkins Prothro Cimarron Ranch Airport,36.50839996,-102.3919983
9wrq1t10nchzue44hyn1f,US-6633,small_airport,Conlen Airport,36.23841,-102.2371
9wrqh9d1ukq7m8wcwq5hp,3E7,small_airport,Pronger Bros Ranch Airport,36.219501,-102.103996
9wrqvbd0mygtzkpf85gss,KH70,small_airport,Stratford Field,36.34560013,-102.0490036
9wrsfyfmk60cd0kxd5e5t,KX43,small_airport,Sunray Airport,36.029202,-101.829002
9wrtvcueqncegr4ub8e88,K2E3,small_airport,Cluck Ranch Airport,36.1772,-101.694
9wrxejtk9c0fk0zjsmmb4,KK49,small_airport,Texhoma Municipal Airport,36.5056,-101.814003
9wry5u5kx55w3vjfhrfp8,KE19,small_airport,Gruver Municipal Airport,36.2336998,-101.4319992
9ws07shdkqwve8mwg41d3,US-5590,small_airport,Tierra Amarilla / El Vado Lake State Park Airport,36.62884,-106.71482
9ws2bwm8b64czg95k3q2y,NM48,small_airport,Ensenada Airport,36.728808,-106.493897
9ws4p1mr8j0h8cd3xjf1b,NM24,small_airport,Eastside Airport,36.922244,-106.560173
9wsbd60ukw53f3jje1v2z,US-6350,small_airport,Grant Besley Airport,36.662139,-105.720208
9wscm53ck30xb6tm69388,KN24,small_airport,Questa Municipal Nr 2 Airport,36.8003006,-105.5979996
9wsevs91c1zpsknvhgwt7,US-5593,small_airport,Lama Airport,37.24671,-105.92875
9wsnr682c0zu3qb3044h1,CD10,small_airport,Chapman Field,37.67499924,-106.5559998
9wsnxyqjhm8w082pzeeke,CD69,small_airport,Morning Shadows Ranch Airport,37.74029922,-106.526001
9wsqece3sk8ebt2kyz06s,K8V1,small_airport,Astronaut Kent Rominger Airport,37.71360016,-106.3539963
9wsrhersfmwgrhurtkk0g,US-4025,small_airport,La Garita Creek Ranch Airport,37.811667,-106.315278
9wssyyy404v8b2y54vndk,KALS,medium_airport,San Luis Valley Regional Airport/Bergman Field,37.434898,-105.866997
9wst6zdhqs4db5kduvjmx,KMVI,small_airport,Monte Vista Municipal Airport,37.52730179,-106.0479965
9wsugs2q95uzpj52qghf9,US-1933,small_airport,Alamosa Outport Airport,37.421944,-105.666111
9wsuy47rkn4u1zuum7vzc,05V,small_airport,Blanca Airport,37.411098,-105.552002
9wsv1xwpkwfxx3rm2nt2d,US-4348,small_airport,Green Acres Airport,37.483887,-105.745958
9wsvhqbc13yjn308jrcqh,US-4765,small_airport,Las Arenas Earth and Sky Observatory Airport,37.478667,-105.632453
9wsw4ufbjge9yb272qpy6,02CO,small_airport,Mc Cullough Airport,37.6432991,-106.0469971
9wsw5pkrkz9sdg2wmc8m3,0CO9,small_airport,Van Treese Airport,37.65829849,-106.0339966
9wswfyd7zhfk9mydc057s,K1V8,small_airport,Leach Airport,37.785399,-106.047632
9wt4b57rqb81j6u22gg42,33CO,small_airport,Melby Ranch Airstrip,37.06499863,-105.4639969
9wt6fhx3xuxgzud0mfu64,3CO4,small_airport,Tercio Ranch Airstrip,37.07089996,-105.0189972
9wt9jbxfybjy93u4hzxre,KRTN,small_airport,Raton Municipal Airport / Crews Field,36.741501,-104.501999
9wtgcwv5wrkyfj0fvmqh5,KTAD,small_airport,Perry Stokes Airport,37.25939941,-104.3410034
9wtj1kjmd5hm1hxp442uz,US-8452,small_airport,Trinchera Ranch Airstrip,37.46434,-105.406517
9wtkzg1h13ug0w92djp00,US-7518,small_airport,Spring Canyon Airport,37.414637,-104.775178
9wtm6qyzbzkcyeds1gtxy,K07V,small_airport,Cuchara Valley At La Veta Airport,37.5238,-105.009002
9wtnz14q5nt76ghm9eeg2,US-9276,small_airport,Shkyview Airport,37.755582,-105.157907
9wtqrw6weguvgn0psf2xc,K4V1,small_airport,Spanish Peaks Airfield,37.696602,-104.783997
9wtrqmub00j8nbu32925s,95CO,small_airport,Mann Ranch Airport,37.86849976,-104.8359985
9wtrrqnvtzpzd9qkydgbh,31CD,small_airport,Diamond Star Ranch Airport,37.870856,-104.789057
9wtt8dqg17qwqrsdj4cf3,US-8596,small_airport,Stetler Airport,37.54219,-104.73432
9wtvq0utuzzmtfftquj32,0CD5,small_airport,Piñon Canyon Airport,37.490501,-104.143997
9wtwf9jxd70j13kb8ybz9,US-4399,small_airport,Flying D Ranch Airport,37.755821,-104.648112
9wtwgyucxp7wcj9gxztjz,CD48,small_airport,Cuchara Ranch Airport,37.78639984,-104.5940018
9wtxh4u48cn70mm7k5x6b,US-7937,small_airport,Turkey Ridge Ranch Airport,37.80851,-104.58431
9wu0fzt4u0frqhevzxz2s,US-4026,small_airport,Quarter Circle Circle Ranch Airport,38.142262,-106.747109
9wu2xzwpjrv6ts5gwmuek,04V,small_airport,Saguache Municipal Airport,38.099083,-106.174389
9wu89zec1mv2u4r12vby0,US-8947,small_airport,Blue Water Airport,38.098042,-106.08976
9wu9tn48seb14hvmjm9dw,US-7938,small_airport,Villa Grove Flight Park,38.265487,-105.948522
9wubryn2ge1b8pws7n7pg,CO65,small_airport,Geary Ranch Airport,38.04579926,-105.4710007
9wucufb3m3fws7kcjr90c,92CO,small_airport,Lake Creek Ranch Airport,38.29169846,-105.6110001
9wudd96yj8024276jsx83,CO11,small_airport,Granite Mountain Lodge Airport,38.41609955,-106.0579987
9wue4z9mz5g606b61r04t,KANK,small_airport,Salida Airport - Harriet Alexander Field,38.5383,-106.049004
9wuek44fpmwyj11petk1q,1CO7,small_airport,Dodsworth Airport,38.55139923,-105.9919968
9wufkw1y79cyd4240mh2j,CD01,small_airport,Lowe Airstrip,38.39830017,-105.6200027
9wugq54tv3t614p00dvdx,US-8998,small_airport,Ak Su Airport,38.557514,-105.552975
9wup0hk7ewz9tvpf9we1c,KASE,medium_airport,Aspen-Pitkin County Airport (Sardy Field),39.223202,-106.869003
9wurhey6f39gpwgnsf2n7,KLXV,small_airport,Lake County Airport,39.22029877,-106.3170013
9wusc1ttx64ddmfub0r4d,KAEJ,small_airport,Central Colorado Regional Airport,38.812906,-106.120062
9wuxwbb4txqncqtt2677u,US-0075,small_airport,Silver Heels Airport,39.29169846,-105.875
9wuydr2yvecgseqtskvz6,25CD,small_airport,Lux Field,39.152333,-105.720167
9wuyhb36f4j46y82c87e2,93CO,small_airport,Antelope Airpark,39.025294,-105.609763
9wv060hfc6dxjye8ujmkt,KC08,small_airport,Silver West Airport,38.013182,-105.374279
9wv2n42drtfrdrdhb0z6v,US-3142,small_airport,Greenhorn Strip,37.981528,-104.852504
9wv2sxqu78x3n4bftym8x,14CO,small_airport,Good Pasture Airport,38.09719849,-104.9100037
9wv2yyecqz7y4hjgqjhqy,99CO,small_airport,Rock Creek Airport,38.136546,-104.815112
