GeoHash,ident,type,name,latitude_deg,longitude_deg
dr6uu1hhts819jzkg2t45,KN37,small_airport,Monticello Airport,41.622501,-74.701302
dr6v1zxcqhzvxrw74qt7r,KMSV,small_airport,Sullivan County International Airport,41.701596,-74.794997
dr6xcfwgwfmzegc7cpsyq,2NK7,small_airport,Walton Airport,42.15790176,-75.14790344
dr6z4kvubwjwyfj7b94nv,US-7340,small_airport,Del Savio Airport,42.03866,-74.77601
dr704ehxy02k9yyrzwgjw,KMMU,medium_airport,Morristown Municipal Airport,40.799062,-74.414949
dr70t9jgmc5xz3mrfq66p,KCDW,small_airport,Essex County Airport,40.87519836,-74.28140259
dr70uymb6wvmfeqqh54r9,N07,small_airport,Lincoln Park Airport,40.94749832,-74.3144989
dr71squr45kx1tszzwmvz,JY43,small_airport,Hill Top Airport,41.083221,-74.338554
dr71upnmhk288bygfz9th,K4N1,small_airport,Greenwood Lake Airport,41.12820053,-74.34670258
dr726sw946c8nng6n0wqc,KTEB,medium_airport,Teterboro Airport,40.850101,-74.060799
dr74vs1v9nf0hjt0m8q0m,N72,small_airport,Warwick Municipal Airport,41.28760147,-74.28710175
dr752dfdtsw5ckdhu9bps,08NY,small_airport,Md1 Airport,41.36809921,-74.50559998
dr754g827wzmygnmfp9s7,5NY7,small_airport,Rolling Hills Airport,41.32789993,-74.40989685
dr754g827wzmygnmfp9s7,NK07,small_airport,Big Island Airport,41.32789993,-74.40989685
dr75enmwyh3hgpdmctjf9,06N,small_airport,Randall Airport,41.431999,-74.391602
dr75hew2rqcjzg4jgr8u3,4NY1,small_airport,Orange Poultry Farm Airport,41.32789993,-74.32460022
dr79dspb87gmhhqq75j7v,KHPN,medium_airport,Westchester County Airport,41.06700134,-73.70760345
dr7erg7zk58hzz0mrxuby,KDXR,medium_airport,Danbury Municipal Airport,41.371656,-73.482227
dr7fpvx4u0ftyxgqm4g8b,KBDR,medium_airport,Igor I Sikorsky Memorial Airport,41.163502,-73.126198
dr7gk4ygpr15xbfetrj04,CT52,small_airport,Flying Ridge Airstrip,41.36819839,-73.29119873
dr7gzybw673une4v5t4rj,KOXC,small_airport,Waterbury Oxford Airport,41.47859955,-73.1352005
dr7h9ssmbet3c4g57n3pj,KN82,small_airport,Wurtsboro-Sullivan County Airport,41.597991,-74.459467
dr7hnhdjm2d9j3gdchb6u,KMGJ,small_airport,Orange County Airport,41.50999832,-74.26460266
dr7j7s2rsp4dcekvy9v4j,KN89,small_airport,Joseph Y Resnick Airport,41.728773,-74.376923
dr7jz1wmq928ffqnynwj4,US-3566,small_airport,Accord Airport,41.80114,-74.21477
dr7k1ewdcj4qhvtct76wu,KSWF,medium_airport,New York Stewart International Airport,41.504101,-74.104797
dr7kc41kj6f6jbr2v1y8x,N45,small_airport,Kobelt Airport,41.627899,-74.133797
dr7kfr6wu0fu7n71qqn2n,2NK9,small_airport,Old Orchard Airpark,41.65719986,-74.07720184
dr7ky9zht26emk6w0eccw,KPOU,medium_airport,Dutchess County Airport,41.62659836,-73.88420105
dr7m09jytnubpjptynn0u,5NY5,small_airport,Gardiner Airport,41.66680145,-74.14959717
dr7m92q5uyx63r0p85c0z,NY35,small_airport,Stanton Airport,41.75009918,-74.11630249
dr7mcphrbhmwnn6qmh0k0,NK08,small_airport,Sheeley's Farm Airport,41.83179855,-74.12989807
dr7myzmhs3y0zhknfkp7s,09N,small_airport,Airhaven Airport,41.83259964,-73.87599945
dr7nht27tggtpmx9txp6c,6NY7,small_airport,Piolis Brookside Airport,41.86539841,-74.332901
dr7qughyp6ydndv9q6ezf,K20N,small_airport,Kingston-Ulster Airport,41.985298,-73.964104
dr7qz0wttwtvu1vwxtksy,NY94,small_airport,Old Rhinebeck Aerodrome,41.9715,-73.8629
dr7qzg46088wr537ddx3h,46N,small_airport,Sky Park Airport,41.9846,-73.835999
dr7r5100y5bz3992ds1vq,18NY,small_airport,Strip in the Woods Airport,42.017362,-74.047593
dr7rp673rstjmnw2tu9jq,9NK4,small_airport,Greig Farm Airport,42.024318,-73.856292
dr7s1s0ee60sv8xrrcmp7,US-3857,small_airport,Black Pond Airfield,41.50696,-73.76138
dr7t609ehp4cfjhj0n7wb,K44N,small_airport,Sky Acres Airport,41.707401,-73.737999
dr7tuhytuud8ec22nrq25,US-5198,small_airport,Johnson Landing Strip,41.819096,-73.64321
dr7u2pp81kvq71vp5hgq2,11N,small_airport,Candlelight Farms Airport,41.566799,-73.466202
dr7u32gvwe4qrsuypk78v,CT51,small_airport,Docktors Field,41.53340149,-73.41619873
dr7ukgcnvgexrx46y40mm,CT59,small_airport,Good Hill Farm Airport,41.55009842,-73.2661972
dr7utqu2wf91dkwscwzxt,33CT,small_airport,Irish Hills Farms Airport,41.609444,-73.239722
dr7uvfvtdz7nbvb2q8f84,5CT5,small_airport,Thomson Field,41.63230133,-73.21620178
dr7veyf5r7qujfsbsdwj4,CT44,small_airport,Ripley Field,41.78570175,-73.30870056
dr7vh3jn8wyb0jjjfyn8f,CT66,small_airport,Long View Landing Airport,41.66680145,-73.28289795
dr7vn917hw7uv1t82fy2b,CT01,small_airport,Whelan Farms Airport,41.66619873,-73.18900299
dr7wgw47fdqueud8mnz21,82NY,small_airport,Silvernails Field,42.001389,-73.67111
dr7wxh3g90sfw6hqgjwf0,41NK,small_airport,Winchell Mountain Airport,41.947778,-73.518055
dr7xcbbjvpkcpr1c0w2f3,1A1,small_airport,Green Acres Airport,42.14870071,-73.75099945
dr7xszmqy2uu3wfbsqsje,3NK8,small_airport,B Flat Farm Airport,42.1405983,-73.61190033
dr7yhf94tb7erefmn1b7t,CT42,small_airport,Wings Ago Airstrip,41.85010147,-73.2661972
dr7z5nhkhqqhz1hnjbd32,CT24,small_airport,North Canaan Aviation Facilities Inc Airport,42.04539871,-73.33869934
dr7z7u72d3pdheu928rhe,MA18,small_airport,Cmelak Field,42.07910156,-73.30719757
dr7zcxmkv8bk7qvf2233u,KGBR,small_airport,Walter J. Koladza Airport,42.18420029,-73.40319824
dr80474ye35dpcf242pdz,N56,small_airport,Great Valley Airport,42.205101,-78.647202
dr81dwgf3mrthjmee7dq7,NK27,small_airport,Hedge Hop Field,42.488666,-78.634923
dr8229g8y41r58rstcy2d,KOLE,small_airport,Cattaraugus County-Olean Airport,42.241199,-78.371399
dr847t02tz7wzw394c1ux,NY40,small_airport,Gentzke Aeronautical Park Airport,42.61059952,-78.59559631
dr84hmh50185y5uggm3nk,NY00,small_airport,Basher Field,42.567052,-78.557739
dr84jppmpkyzmcw4f3s3r,85NY,small_airport,High Acres Airport,42.57839966,-78.51999664
dr84pkuc4x803w89khvy2,KD23,small_airport,Arcade Tri County Airport,42.565367,-78.424766
dr85bfb34rct4zhvjq4nw,9G0,small_airport,Buffalo Airfield,42.862,-78.716599
dr85mb8buq8d9039vmrhh,5NK9,small_airport,Treichler Farm Airport,42.76169968,-78.49610138
dr85nwctguzvhgvmhkhec,92NY,small_airport,Bloecher Farm Airport,42.752936,-78.462124
dr85q91ywrffrhmkz5gud,US-7461,small_airport,Sheldon Airport,42.76544,-78.46168
dr85q91ywrffrhmkz5gud,US-7462,small_airport,Sheldon Airport,42.76544,-78.46168
dr85qjx1pm12q9f5txw5x,95NY,small_airport,Cummings Airfield,42.7892,-78.476402
dr85ybmubku2yukmzkdm8,US-9117,small_airport,STOL Performance Airport,42.848894,-78.445456
dr86366rf8jmdvb5kksqc,NY79,small_airport,Keysa Airport,42.59669876,-78.34030151
dr870pgg0gs4f9d235dbv,US-7463,small_airport,Sheldon Airstrip,42.75795,-78.39325
dr876qm0z98jjmvngqnyg,49NK,small_airport,Trump MTN Airport,42.793259,-78.292372
dr87hc4sekruu4c99q4xp,US-4753,small_airport,R & R Aero Airport,42.721133,-78.186114
dr87pugg182f6e6rwjs6e,K01G,small_airport,Perry-Warsaw Airport,42.741453,-78.052646
dr891zydj8wnc2qhnq1ge,19NY,small_airport,Four Seasons Airport,42.40620041,-77.96080017
dr8c073tgek6zgt3ng36m,K4G6,small_airport,Hornell Municipal Airport,42.382139,-77.68211
dr8ddgupvcjsd4ftkp9h7,NY70,small_airport,Scott'S Sky Ranch Airport,42.648889,-77.920278
dr8de9ydt9065kwxnqeky,3NK6,small_airport,Tuscarora Plateau Airport,42.63700104,-77.8839035
dr8dptdzmkz8mv8vgu8qt,KDSV,small_airport,Dansville Municipal Airport,42.570545,-77.713273
dr8dvu920w869ngqmukdh,0NK3,small_airport,Seven Gullies Airport,42.695653,-77.792451
dr8ejyrmru46cfwe8ne7c,68NY,small_airport,Merrimac Farms Airport,42.75009918,-77.7838974
dr8ekxkb6r9uwsccymncg,D52,small_airport,Geneseo Airport,42.79869843,-77.84249878
dr8exs647nnx6xhy8737k,NY15,small_airport,Lakeville Airport,42.8265,-77.714401
dr8g5n7vmk4dv6d5twdez,30NY,small_airport,Coye Field,42.75009918,-77.55809784
dr8gdf0ue10dnu40ntffm,50NY,small_airport,Old Fort Farm Airport,42.8144989,-77.57330322
dr8ggwwjgvjhvn9uw5q56,98NY,small_airport,Krenzers Airport,42.88339996,-77.53309631
dr8h23hfw9pbh9jf54js9,KBUF,large_airport,Buffalo Niagara International Airport,42.940498,-78.732201
dr8h5ju288qbc9dp9y88h,KBQR,small_airport,Buffalo Lancaster Regional Airport,42.922298,-78.612297
dr8hfp098t34djtm2wb4z,NK19,small_airport,Potoczak Airport,43.06119919,-78.66139984
dr8hwpfb14pgwr4zy92d7,K9G3,small_airport,Akron Airport/Jesson Field,43.021099,-78.482498
dr8j1809wyvb5tqgxpjyj,D51,small_airport,Clarence Aerodrome,43.06669998,-78.68309784
dr8j1ndn24wj33syj8wb5,0G0,small_airport,North Buffalo Suburban Airport,43.103199,-78.7033
dr8j52j3wnz05t259x1n0,NK87,small_airport,Merkle Airport,43.06669998,-78.59970093
dr8jcmymb10hnvvyfsun9,59NY,small_airport,Bent-Wing Airport,43.230821,-78.686485
dr8jsm5cqs49wes744n44,9G5,small_airport,Royalton Airport,43.181999,-78.5578
dr8kmct6ven09wc14kjps,8NK4,small_airport,Bethany Airpark,42.94329834,-78.13829803
dr8kv38jff69jsyy3bd5z,KGVQ,small_airport,Genesee County Airport,43.0317,-78.167603
dr8m8bthkuz395vbjjxk8,88NY,small_airport,Zelazny Airport,43.15779877,-78.35839844
dr8mc0b6tcg8zs699rgq6,66NY,small_airport,Maple Ridge Airport,43.20280075,-78.35389709
dr8mcuhu00j8n04kxc5fe,NY01,small_airport,Knowlesville Airport,43.22090149,-78.31500244
dr8mdg9b1k79wbpgq7j0v,9G6,small_airport,Pine Hill Airport,43.173546,-78.275126
dr8mpcmdrpes9gdjzrut5,2NY4,small_airport,Byron Airpark,43.07369995,-78.05000305
dr8n2w3rq2rn4guekgnwb,D80,small_airport,Olcott-Newfane Airport,43.321712,-78.726033
dr8nxwsxsv0q5guu736vn,35NK,small_airport,Tiger Paw Aerodrome,43.367099,-78.414026
dr8qjubr47x9u87j8uzfr,NK31,small_airport,Dawn Patrol Aviation Airport,43.26950073,-78.14530182
dr8qk1y7u1dg4vugqqpgu,NY06,small_airport,Gaines Valley Aviation Airport,43.29639816,-78.21389771
dr8qrzh9e4ewcbu4cg576,56NY,small_airport,Maynard's Airport,43.324857,-78.051548
dr8s8hvk41t8bm7f03u93,20NY,small_airport,Stafford Airport,43.005303,-78.039572
dr8sd2x8u9evvnuyr31k2,5G0,small_airport,Le Roy Airport,42.9814,-77.9375
dr8tduzknhr0gsgkbteec,K7G0,small_airport,Ledgedale Airpark,43.181099,-77.915802
dr8tg2chk30xc4be89xq2,3NK0,small_airport,Mc Kinney Airport,43.2030983,-77.90249634
dr8tt4y2w1z0gec8jndr9,D91,small_airport,Spencerport Airpark,43.16949844,-77.81829834
dr8tvkkjcs7nnrjqk5qzb,7NK4,small_airport,Ridge Road West Airport,43.22259903,-77.81060028
dr8twz989gnw6s25x4x7x,91NY,small_airport,Manitou Field,43.1955986,-77.74810028
dr8u1pm0ygtz7wkmwn3vg,52NY,small_airport,Bedson's Land Base Airport,42.93059921,-77.64420319
dr8u3u3fuf39gpq8cx636,53NY,small_airport,Smiths Land Base Airport,42.95840073,-77.61579895
dr8u912qcdzfdqdfn8sxb,US-4578,small_airport,Naked Acres Airport,42.986556,-77.650949
dr8u9ckkc85jwqynht9dg,84NY,small_airport,Skyview Airport,42.98619843,-77.61250305
dr8uh8ctvmpxrnbp2kny3,00NY,small_airport,Weiss Airfield,42.89576,-77.495263
dr8unbcnsn52zg58q3g3t,US-0728,small_airport,Turnbull Airport,42.895893,-77.397132
dr8uph6r553vzs8rd7nw1,D67,small_airport,Creekside Airport,42.915191,-77.384474
dr8v2989vcs13tmcuyk63,KROC,medium_airport,Frederick Douglass Greater Rochester International Airport,43.1189,-77.672401
dr8vpqq6xwh97uy37hkyz,4NK5,small_airport,Harvs Airport,43.1012001,-77.36779785
dr8w15rfru7h19c91xtb2,US-8008,small_airport,Para-Tech Airport,43.26045,-77.99195
dr9080f9xqncmy6nevjdv,23NY,small_airport,Jolamtra Landing Area Airport,42.27980042,-77.33999634
dr90wdbp42p8h8cc96ut0,NK89,small_airport,Ultralight Flight Farm Ultralightport,42.29169846,-77.05799866
dr91kv60c2vs2qd1vvj4j,25NK,small_airport,Loucks Airport,42.43619919,-77.13220215
dr92721g1rje8356fsj41,6NY2,small_airport,Omni Airpark,42.23199844,-76.84690094
dr92fv0tx0b87zx8s5y80,NK24,small_airport,Tilden Airport,42.34775,-76.87035
dr92j533mwnp17zfu1pkp,NK53,small_airport,Dodge/Coppola/Wheeler Airport,42.20560074,-76.77050018
dr935zv2u50j73dpf0qvy,NK09,small_airport,Eagle Ridge Airport,42.405999,-76.820011
dr938cjfq92n56hy4vwkm,17NK,small_airport,Re-Dun Field,42.457059,-76.951053
dr939b44xkryfpvey6pbe,NY29,small_airport,Schuyler Airport,42.451625,-76.912215
dr93n0ffru2m52r5e3j1b,2NY9,small_airport,Kayutah Lake/James & Helene D Allen Memorial Airport,42.367811,-76.724406
dr93q73b5589y9n96hsv1,7NY4,small_airport,Culver Airfield,42.42509842,-76.71499634
dr94cxewp356brmdhrs5r,4N2,small_airport,Middlesex Valley Airport,42.713133,-77.27271
dr94w9gg15xbrwgnr0839,KPEO,small_airport,Penn Yan Airport,42.6371,-77.052902
dr95e1vc6wvmfe7frwycw,92G,small_airport,Midlakes Airport,42.81259918,-77.2039032
dr95yws8tm6dtk2thqmg6,NK76,small_airport,Grammar Airport,42.88249969,-77.05169678
dr960cbbhs7bt1zqghm74,38NY,small_airport,Greenlawn Farm Airport,42.54869843,-76.95800018
dr96smndhrn5x48p1whjn,D82,small_airport,Ovid Airport,42.65480042,-76.7963028
dr96tgp5k3ynx5h3mzmuh,6NY3,small_airport,Airy-Acres Airport,42.64400101,-76.72969818
dr97pmrkb8nv8neqe17bh,NK74,small_airport,Match Mate Airport,42.74449921,-76.66359711
dr97uy8z5fpdr3fp9z6uf,K0G7,small_airport,Finger Lakes Regional Airport,42.883598,-76.782246
dr97wu5471nrug22jfx60,94NY,small_airport,St Bernard Field,42.82509995,-76.69129944
dr98fy6wtenn3mpmuqrdb,NK05,small_airport,Tom N' Jerry Airport,42.35480118,-76.51609802
dr992x938ghysnh7be8fr,NY18,small_airport,Neno Airport,42.4487,-76.616897
dr992zrc6y5p0sndqtryu,NY55,small_airport,Grund Field,42.44729996,-76.59690094
dr9946cd5rq3ypc87z5d1,US-7341,small_airport,Skyhook Lodge Airport,42.37877,-76.53954
dr9946r4k86gkc6c8ptu8,NK72,small_airport,Henion Private Field Airport,42.376029,-76.531938
dr99spk8n0xng874bkpgy,KITH,medium_airport,Ithaca Tompkins Regional Airport,42.49100113,-76.45839691
dr9bp5c5qrsu9emsws4r4,KBGM,medium_airport,Greater Binghamton/Edwin A Link field,42.20869827,-75.97979736
dr9ckt9mxrnd540ts0wd1,0NK6,small_airport,Cochran Airport,42.438421,-76.089272
dr9e5ebw1e8qc3b1ctc1e,K2N4,small_airport,Owasco Airport,42.736493,-76.486065
dr9ehrx6gd88hrx6e808u,NK35,small_airport,Mariwill Airport,42.756528,-76.44375
dr9esw5y6mxzrphs47edn,06NY,small_airport,Murphy Field,42.836797,-76.437614
dr9f39wpbhmwjzy5jzwe3,KN03,small_airport,Cortland County Chase Field,42.59260178,-76.21489716
dr9ftr9sfju78xc1scxus,42NY,small_airport,Walter's Field,42.66899872,-76.05619812
dr9gturww3hf1esuwewb1,4NK4,small_airport,Woodford Airfield,42.82720184,-76.02580261
dr9gyx70wrr2gseykb7gs,US-5028,small_airport,Wall Bridge Airport,42.88663,-75.99902
dr9h07m6rxh6xcemj0jth,D38,small_airport,Canandaigua Airport,42.908902,-77.325226
dr9h4m380q7ku0uj1nn2u,D43,small_airport,Hopewell Airpark,42.91949844,-77.24279785
dr9h4m382b4jvcb3rzpgg,90NY,small_airport,Hopewell Airpark,42.919508,-77.242778
dr9h9hyjgbvhmp4fhdr7v,74NY,small_airport,New Salem Aerodrome,43.00559998,-77.29139709
dr9hbf64c1d5hnwmvr9dj,NY11,small_airport,Lakestone Farm Airport,43.03530121,-77.30799866
dr9j28qu80meqh9kv9875,23NK,small_airport,Long Acre Farms Airport,43.11249924,-77.3125
dr9j4ru4hcbn0f6dt3hf4,US-0857,small_airport,Hidden Hills Ranch Airport,43.109332,-77.239176
dr9j5tvf7kh4fgy3ke45b,NY16,small_airport,Oak Ridge Airport,43.09840012,-77.18190002
dr9jq8k20vh3fmcje0cvg,5NK1,small_airport,Toggenburg Farms Airport,43.111752,-77.052231
dr9jvne7est1xztggqr2v,KSDC,small_airport,Williamson Sodus Airport,43.234573,-77.119403
dr9ktr26ej2dwtty47c4z,46NY,small_airport,Savannah Agri-Air Airport,43.01879883,-76.76100159
dr9m0h6w4em4qsksn9v12,NY13,small_airport,D'Amico Airport,43.0908,-76.98864
dr9m3bgq5mrfe6dhctqft,US-4853,small_airport,Pine View Airport,43.11553,-76.91067
dr9mdrphfw8hm29p3xpn1,US-6325,small_airport,Farnsworth Airport,43.1936,-76.88359
dr9myguqwm9qy47u5g7th,NY42,small_airport,Paradise Airport,43.219988,-76.68945
dr9s8j8n4zg42dqx0x165,6NK8,small_airport,Flying K Airport,43.00979996,-76.64050293
dr9shs380jt76b8yhcbjf,K6B9,small_airport,Skaneateles Aero Drome,42.914001,-76.440804
dr9su5fjkwgvvhpf1fwwz,NY19,small_airport,Walls Airport,43.04399872,-76.4618988
dr9swtgy7hb9wdyrnrdxe,NK71,small_airport,Marcellus Airport,43.01119995,-76.34970093
dr9t46d2yjc1rr7vk5bez,KB16,small_airport,Whitfords Airport,43.080299,-76.538399
dr9tj2c6hteyj0y0b5yuq,NY28,small_airport,Anthonson Airport,43.07089996,-76.40799713
dr9tpg7w900qcqvj8me2r,KNY2,small_airport,Camillus Airport,43.085376,-76.295199
dr9trqrb9v2fsmd3yq5yz,4NK1,small_airport,B-Ville Airpark,43.14479828,-76.31130219
dr9tyhtuq1cqte41dm072,NY31,small_airport,Rabbit Lane Airport,43.22370148,-76.3687973
dr9vesvrtswjcnh0yh55b,1G6,small_airport,Michael Airfield,43.181702,-76.1278
dr9vf90rcq84qj0k0fbmy,1H1,small_airport,Airlane Enterprises Airport,43.205101,-76.178802
dr9vk0jhftv7fb27smzyk,KSYR,large_airport,Syracuse Hancock International Airport,43.11119843,-76.10630035
dr9vpcp62dwv25njyxpzv,NY72,small_airport,Poolsbrook Aerodrome,43.07229996,-75.93849945
dr9wtezbsqb6c1w6rhy88,KFZY,small_airport,Oswego County Airport,43.3508,-76.3881
dr9y4s0ucs7nnr1twqdb4,6NK,small_airport,Syracuse Suburban Airport,43.26499939,-76.17810059
dr9y5071zp791zgxypm1t,19NK,small_airport,Riveredge Airpark,43.2439003,-76.15280151
dr9y9tf0hw7uv32z2d246,0NK1,small_airport,Spring Brook Airport,43.36169815,-76.22019958
dr9yn96y0fu7n221zb43k,NK04,small_airport,Shepard Airport,43.25009918,-75.99960327
dr9z41t6gexrqytc2ugbg,NY96,small_airport,Mexico Airdrome Airport,43.42670059,-76.19380188
dr9zvg46qv822yf7ftyzw,1NY3,small_airport,Richland Airpark,43.5667,-76.032997
drb1yzndnn2hy5k4qkj58,CA-0431,small_airport,Newtonville / Steeves Field,43.940197,-78.444185
drb40vxqhypupypm883cf,CA-0465,small_airport,Hampton,43.97658776,-78.70687008
drb45thbj06f00wupyrse,COR3,small_airport,Orono Field,43.97278,-78.58945
drb463cww4kpwh9gfvjj5,CA-0307,small_airport,Orono / Hawkefield Aerodrome,44,-78.6488
drb4b6csmfvnq25e9gp9g,CBM2,small_airport,Blackstock / Martyn,44.093,-78.7367
drb4prczxnckg67cudktv,CMF4,small_airport,Port Hope (Millson Field),43.989209,-78.428691
drb4rq7px08hsfgsy7w8p,CA-0430,small_airport,Port Hope (Peter's Field) Airport,44.024881,-78.426976
drb4ttw6fdpu08z72gbyx,CA-0481,small_airport,Elizabethville Airstrip,44.063899,-78.4996
drb5fvcjhhuhcy8mex3du,CME2,small_airport,Omemee Airport,44.2854,-78.6276
drb5s3qesg2jkrg222sv5,CVF3,small_airport,Bethany / Whitetail Valley Farm Airfield,44.21647,-78.554102
drb78gcd6vdehfz8q1k4t,CYPQ,medium_airport,Peterborough Municipal Airport,44.23,-78.363297
drb7wxu7jfxcpzb287yht,CPS2,small_airport,Elmhirst's Resort Airport,44.252085,-78.106699
drbcgfeze1cuqzbxrrpud,CA-0549,small_airport,Nicholson Island Private Airstrip,43.9163977,-77.52523636
drbfgz9g0r57s1fys3y92,CYTR,medium_airport,CFB Trenton,44.1189003,-77.52809906
drbfvm5gzp8k8semu0kkx,CA-0507,small_airport,Rednersville / Aery,44.105299,-77.459149
drbgejckc7j88qq1ertry,CPJ5,small_airport,Stirling Airport,44.24140167,-77.56169891
drbgejkp9vz9jxtyntcz3,CA-0844,small_airport,Stirling Private Aerodrome,44.239142,-77.557898
drbhfsxp0n93bnhn8808j,CDU5,small_airport,Dunsford Airport,44.454667,-78.630522
drbj03dw0p06fse2ber0u,CAR4,small_airport,Cameron/Arbour Airfield,44.481964,-78.73558
drbjqcesnydpn0xw8nnk1,CLH5,small_airport,Bobcaygeon / Chesher Lakehurst Airport,44.525564,-78.44827
drbkmrz6wbryupx7vcx86,CA-0492,small_airport,Douro Airfield,44.383824,-78.157468
drbs68yqneykre70b68u9,CSW6,small_airport,Hastings / Sweetwater Farms Airport,44.345991,-77.928141
drc48ns4gez0tzd8y13r1,CPZ3,small_airport,Trenton/Mountain View Airport,44.069401,-77.338097
drc4q4hucr912hv9ss6gf,CA-0118,small_airport,Greenbush Airport,44.0011,-77.0735
drc4s2ppmbpcvqypfk0bz,CA-0708,small_airport,Fawcettville Airfield,44.034448,-77.147112
drc52ucn0r5tr1ww2wtvy,CNU4,small_airport,Belleville Aerodrome,44.1922,-77.309402
drc5m7ef9cnf49yvgwbzp,CPU6,small_airport,Tyendinaga Mohawk Airport,44.1847,-77.107803
drc5zbn8g02p0h0mgbp9w,CA-0498,small_airport,Napanee Airstrip,44.25306097,-76.99411869
drc9v8c25fqjhmzz34sbg,US-7183,small_airport,Galloo Island Airport,43.9055,-76.39704
drc9xnh0cczn5b1q33g97,US-7182,small_airport,Stony Island Airport,43.89052,-76.32743
drcdzxz44y7hb8vfetc7q,NY69,small_airport,John Gonzales Field,44.12009811,-76.30130005
drce8fzz4c6yrrbfh8r7h,CYGK,medium_airport,Kingston Norman Rogers Airport,44.2253,-76.596901
drcfe61bjd0k73p4164tj,5NK0,small_airport,Salubrious Point Airport,44.0442009,-76.14360046
drcfq06xqh9rjrqc59uux,KART,medium_airport,Watertown International Airport,43.991901,-76.021698
drcgkggntnmp6tu1pzgwn,28NK,small_airport,Ritchie Airfield,44.186789,-76.075981
drck0g2fd2k5256d7w696,CA-0495,small_airport,Selby - Howard's Airstrip,44.31515884,-76.95809662
drck74eb7160yvzevf652,CA-0506,small_airport,Newburgh - R.S. (Bob) Clapp Memorial Airstrip,44.354603,-76.85507
drckht1rt00k397fjh6qd,CCE6,small_airport,Camden East Airstrip,44.325629,-76.792502
drcksk2jpmwe9tsq0kr6d,CVL3,small_airport,Camden East / Varty Lake Airport,44.409,-76.8051
drcq97q4b08pfxyqpuez0,CA-0454,small_airport,Baker Valley Airpark,44.754657,-76.929016
drcr92b3wp8n15fpbdhbn,CNA9,small_airport,Tomvale Airport,44.916528,-76.936655
drcrfxbmfj8h3s1f7dy2h,CA-1224,small_airport,Ompah Airport,44.999644,-76.881895
drcs46f80fzbm8ytnhjw2,CRL9,small_airport,Kingston / Riverland Airfield,44.311996,-76.538272
drcu950ev669vrdb34hfd,CNN8,small_airport,Gananoque Airport,44.40190125,-76.24420166
drcwje3dhtuh250fyf0y2,CRL2,small_airport,Westport / Rideau Lakes Airport,44.66666518,-76.39666736
drcye282e7b643vrz2j8w,CA-1219,small_airport,Portland / Red Neck Air Force Field,44.739181,-76.145757
drczm43jzgefbt9bure1h,CA-0876,small_airport,Smiths Falls Private Airstrip,44.88153,-76.067625
drczxyjsrb9fqgfukz66m,CYSH,medium_airport,Smiths Falls-Montague (Russ Beach) Airport,44.945801,-75.940598
drd040y03wgjye2jhh8wk,1NK8,small_airport,Chenango Bridge Airport,42.19169998,-75.84130096
drd0emjxbd31fnbfj5vp7,4N7,small_airport,Greene Airport,42.30419922,-75.78710175
drd0xxy2v3dejpprc02jj,NY73,small_airport,Miller Field,42.31809998,-75.59909821
drd22wg152snfbuwnssmu,8NY3,small_airport,North Fork Airport,42.26869965,-75.55970001
drd2eugwxb673ggxjyt4d,KN23,small_airport,Sidney Municipal Airport,42.30260086,-75.41600037
drd2qq0zvn12cfcsvn2t8,73NY,small_airport,Olmstead Landing Strip,42.265767,-75.310033
drd4cpdx4b5008qqxedvd,7NK7,small_airport,Morin Airport,42.7132988,-75.88999939
drd61mj02vs2q5mnf0txv,KOIC,small_airport,Lt Warren Eaton Airport,42.5666008,-75.52410126
drd78x3z5xptzxy4z6w1v,KVGC,small_airport,Hamilton Municipal Airport,42.8438,-75.561401
drd8effp5008n8v3t6uvj,7NK6,small_airport,Blueberry Field,42.29169846,-75.0667038
drd8v8uxud7cvjg40kc6r,9NY6,small_airport,Mason Airway Airport,42.32479858,-74.98629761
drd9gv7u2dws37pqdn2v5,KN66,small_airport,Albert S Nader Regional Airport,42.5247,-75.0644
drd9pqwusx7yvn3wx8z2q,5NY1,small_airport,Tomahawk Hills Airport,42.39979935,-74.90630341
drdbg53mq1cqt3zg4tvs5,NY48,small_airport,Grace's Landing Airport,42.33810043,-74.74900055
drdbxegxsgzm1keqgbk2y,1NK0,small_airport,Roxbury Runway Airport,42.29729843,-74.54820251
drdcdqddrngtcg5w771dc,NY02,small_airport,Mountain Top Airport,42.48730087,-74.78019714
drdd0fx802dtmvrbny5wf,21NK,small_airport,Don Kichote-Quixote Airport,42.552799,-75.191102
drddcx8jdfsrxsbp8gje6,8NK6,small_airport,Suntime Airport,42.713056,-75.168333
drddxb6rnhkyckwdejs7b,K23,small_airport,Cooperstown-Westville Airport,42.629552,-74.890445
drde3s3vupmq1xt312u8d,US-1085,small_airport,Flying W Airport,42.783162,-75.165875
drdeyddktdqp9t809vnxx,NY68,small_airport,Richfield Airport,42.86119843,-74.94539642
drdeyyu8v4sr9rc8xn3ps,US-0722,small_airport,T & C Acres Airport,42.883902,-74.931344
drdf36m33qxy9n37nrbq2,6NK0,small_airport,Knapp Airport,42.595618,-74.820607
drdgc66s7ms06gjed3fh5,3NY3,small_airport,De Ronda Airport,42.85979843,-74.82430267
drdgqgw60pb4219re7jsv,K31,small_airport,Sharon Airport,42.77840042,-74.57759857
drdgtfkn2wnz0hqb46f40,NK91,small_airport,Boyle's Landing Airport,42.81620026,-74.62460327
